Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Sugarcane,Crop_Type_Sunflower,Crop_Type_Tomato,Crop_Type_Wheat,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Saline,Soil_Type_Sandy
5.5,25.981085715443378,74.01891428455662,7.87287827829596,71.5,54.0,38.5,55.480417664607785,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,28.091597059566595,71.9084029404334,13.155581837011884,65.0,55.0,45.0,10.04786320625755,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,24.241926919888904,75.7580730801111,11.751632092855072,58.5,55.0,49.50000000000001,36.00446593779029,13.583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,22.007781110401798,77.9922188895982,13.719053483480996,71.5,60.50000000000001,54.0,59.18875731648444,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,16.612858885151315,80.0,11.493828961300428,65.0,48.0,36.0,12.719806279314607,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,21.86968750307704,78.13031249692295,2.713198231364416,70.0,54.0,50.0,57.60006236407423,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5.5,24.61450536359931,75.3854946364007,12.092458281369568,60.50000000000001,45.0,31.5,32.62691224831746,22.83333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,26.634293659720463,73.36570634027953,8.588071277137633,65.0,60.50000000000001,49.50000000000001,22.03708131056853,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,22.80601224839141,77.19398775160859,11.164827047742031,71.5,55.0,40.5,33.484654829312056,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.25,20.948011266650727,79.05198873334928,12.35087386090809,72.0,55.00000000000001,40.0,70.59281324850961,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,28.056593053474515,71.94340694652549,3.5013427682029628,65.0,48.0,33.0,50.71427415402776,42.58333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,24.938883992192917,75.06111600780709,16.96577891271235,58.5,55.0,49.50000000000001,26.998267066272664,13.583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,18.73414905572813,80.0,10.979763926335982,77.0,66.0,60.0,87.52382543990817,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,34.20244907591923,65.79755092408077,10.135301763948364,84.5,66.0,54.0,4.953060051101287,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,19.65813431318536,80.0,14.289431494551302,65.0,49.5,45.0,27.700505816162472,13.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8.0,22.02229699459328,77.97770300540672,8.334496467289695,71.5,55.0,40.5,44.4710632579648,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,29.82362582172454,70.17637417827547,15.3476800510475,55.0,49.50000000000001,38.5,0.98054889553184,23.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,16.967944402663235,80.0,10.351452340892273,55.00000000000001,40.0,27.0,38.709092554713386,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.0,22.080148053662143,77.91985194633786,11.980622492208427,78.0,60.50000000000001,45.0,51.16464628458071,15.291666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,26.00773101629999,73.99226898370001,11.880563375094678,70.0,60.0,50.0,34.47089269575307,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,27.71318784955857,72.28681215044143,6.896130923810916,49.5,45.0,38.5,10.275105083362307,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,27.78962800938685,72.21037199061315,11.627674378330898,77.0,66.0,60.0,20.87895648642591,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,23.772958632621204,76.2270413673788,9.890840981500205,91.0,72.0,60.0,94.1884796878105,74.33333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,22.345509122536956,77.65449087746305,10.375104780885705,70.0,54.0,50.0,54.32551662063884,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6.25,23.549527818338436,76.45047218166157,14.47010946461399,66.0,50.0,36.0,44.930564811413184,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,17.630390397949675,80.0,9.770684923107716,60.0,44.0,30.0,50.9986152162069,39.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,18.84074166229839,80.0,9.3845375113535,91.0,72.0,55.00000000000001,40.71383388186921,72.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,26.28383396455632,73.71616603544368,8.609587353285518,55.0,45.0,35.0,20.375525555635846,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,24.706941262049025,75.29305873795097,14.592303841070118,63.0,60.0,55.00000000000001,41.19132050398411,59.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,29.36998642528975,70.63001357471025,13.083417866029398,78.0,60.0,48.0,47.71816002714332,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,29.71386720626939,70.28613279373062,9.77237403878804,55.0,40.5,35.0,24.324736194768,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.75,21.341201790701305,78.6587982092987,12.205152000417629,55.00000000000001,40.0,27.0,57.1895263935912,35.58333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,21.636113413144045,78.36388658685595,9.159968942168357,70.0,66.0,55.00000000000001,70.1208997407312,63.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,24.0958635302686,75.9041364697314,10.32035459659123,71.5,55.0,40.5,28.444873509254077,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.5,29.565169722962118,70.43483027703789,15.319641116773075,66.0,49.50000000000001,35.0,2.8839565669058573,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,22.982222594009247,77.01777740599076,3.658939967302098,71.5,54.0,38.5,59.73227345218784,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,14.190831524965446,80.0,13.84760919500803,77.0,66.0,60.0,48.87497211825929,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.75,21.12583730381779,78.87416269618221,5.031832116480993,65.0,48.0,36.0,41.41761687010473,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,23.867244545375645,76.13275545462436,8.870227522536688,70.0,54.0,50.0,90.91828331838254,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5.5,19.72478401226083,80.0,12.682799437692893,60.50000000000001,45.0,31.5,38.31726477283176,22.83333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,24.507039936386537,75.49296006361347,10.250257601402184,65.0,60.50000000000001,49.50000000000001,31.58190389064737,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,19.04669358046036,80.0,6.1794127935772725,60.50000000000001,45.0,31.5,52.6262715673667,22.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5.5,26.7604869370708,73.2395130629292,8.459039452757,66.0,49.50000000000001,35.0,17.573482305585763,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,24.505693080665687,75.49430691933432,4.800391226655428,71.5,54.0,38.5,73.48323437852116,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,26.797391988302486,73.20260801169752,14.8161362799779,70.0,60.0,50.0,36.22507169692776,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5,26.502879605271502,73.4971203947285,10.092703325950575,49.5,45.0,38.5,19.949393966672478,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,28.03904592084271,71.96095407915729,16.462510167611704,60.50000000000001,49.50000000000001,42.0,11.598813574338603,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,27.52356069041301,72.476439309587,9.4696895516496,71.5,54.0,42.0,41.22804951017894,27.916666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,18.21741696384545,80.0,8.682614053558385,50.0,36.0,30.0,19.329250015869214,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.0,23.263213862693394,76.73678613730661,8.92733757244774,71.5,55.0,40.5,32.80239642518952,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,23.26950294498578,76.73049705501421,7.187717514921436,50.0,44.0,33.0,33.90545574913617,37.04166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,16.30177148801793,80.0,7.6233453011747745,78.0,60.50000000000001,45.0,42.332963151922726,15.291666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,22.21745878589611,77.78254121410389,10.38480812902406,78.0,60.0,44.0,67.23827312461228,53.08333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,21.51425555930243,78.48574444069757,12.34907468089176,50.0,40.0,30.0,48.57968037373713,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,16.749975301910087,80.0,5.129503487267293,71.5,60.50000000000001,54.0,50.350271489336414,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,24.76228798598565,75.23771201401435,6.595677347431961,71.5,54.0,42.0,75.88831168390114,27.916666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.25,23.028551546310062,76.97144845368993,8.224386714899147,60.0,45.0,40.0,59.76733465825555,42.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6.5,28.32926708758312,71.67073291241688,5.126997060447666,77.0,60.0,45.0,14.37766333973108,60.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,23.56414506929325,76.43585493070675,14.154686890873544,60.0,55.00000000000001,44.0,52.58351687316407,46.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,28.252616993707157,71.74738300629285,4.719955007219491,71.5,55.0,40.5,9.699772302002906,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.5,22.533147161135823,77.46685283886417,9.510489145414462,66.0,49.50000000000001,35.0,42.87076774804824,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,29.930766536572943,70.06923346342705,12.659657249229085,84.5,66.0,49.50000000000001,34.02267815857017,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,18.852367231571645,80.0,14.087227095807124,60.0,50.0,40.0,63.57493057983432,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,17.132010831859045,80.0,11.310275609124885,77.0,66.0,60.0,73.31840298051006,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.75,30.477733243076084,69.52226675692391,6.164778646784412,65.0,48.0,36.0,31.16886055056048,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,33.78476002392309,66.2152399760769,7.3365137864144305,60.0,45.0,40.0,7.820963033157515,42.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6.25,18.506701358858457,80.0,6.67659420274702,66.0,50.0,36.0,60.171207917459405,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,25.209053692794807,74.79094630720519,7.634303469444609,60.50000000000001,45.0,31.5,20.214649310750595,22.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8.0,20.601980008436293,79.3980199915637,9.571001581718614,84.5,66.0,49.50000000000001,36.85233015344341,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.25,23.017832721411803,76.9821672785882,11.138305088718246,60.0,50.0,40.0,52.13785411204572,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,27.155710024774447,72.84428997522555,5.458562500086215,49.5,45.0,38.5,15.085277384050263,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,29.19174065147713,70.80825934852287,10.838425263801872,60.50000000000001,49.50000000000001,42.0,5.171653746736478,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,21.68487134814428,78.31512865185572,8.479707977171344,50.0,36.0,30.0,36.35074926986984,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.25,24.41906103246923,75.58093896753077,9.905300911887185,66.0,50.0,36.0,39.696813073002346,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,19.122784382655063,80.0,7.00036671395551,70.0,66.0,55.00000000000001,91.22995859448449,63.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,26.44493203230704,73.55506796769296,11.685242235515432,77.0,60.0,45.0,31.777821412165192,60.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6.75,20.71605649832282,79.28394350167719,10.984643480567245,60.0,44.0,30.0,63.1186412232398,39.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,26.561488772067214,73.43851122793278,11.875118359745958,78.0,60.0,44.0,81.7322365936164,53.08333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,28.20011891021156,71.79988108978844,7.487596503459541,50.0,40.0,30.0,12.873151048662963,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.25,27.103483659955803,72.8965163400442,16.986904023211704,54.0,50.0,44.0,15.456278156901332,43.16666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,29.45831453989673,70.54168546010328,11.732016822659167,66.0,55.00000000000001,48.0,4.276624665688616,49.29166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,26.066800787014472,73.93319921298553,5.804735534151988,78.0,60.0,48.0,75.04254477126347,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,23.474324244828686,76.5256757551713,8.062989377091723,70.0,54.0,50.0,69.55171005643554,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6.5,22.092328014049293,77.90767198595071,7.396027597417607,70.0,66.0,55.00000000000001,79.01577194092978,63.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,25.80986186740091,74.19013813259909,6.38247676099245,71.5,55.0,40.5,22.83389184320345,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.5,26.564471056770493,73.43552894322951,6.522575393042198,71.5,54.0,38.5,51.997414110417445,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,26.86566758495992,73.13433241504008,18.128949274591957,55.0,45.0,35.0,12.95667830549765,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.5,27.338655704203298,72.66134429579671,6.999763693568085,63.0,60.0,55.00000000000001,24.260779561965517,59.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.75,15.574930482207062,80.0,6.531181957018129,55.00000000000001,44.0,36.0,38.62780329628191,39.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,30.40216263143707,69.59783736856294,10.473919301137142,84.5,66.0,54.0,32.39550135236001,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,30.247231918951822,69.75276808104817,14.764794675875372,55.0,40.5,35.0,27.00158762407184,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.0,19.16402534082617,80.0,5.654771410493268,71.5,55.0,40.5,64.28783108659105,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.5,20.32012771599111,79.6798722840089,8.52137480642551,70.0,66.0,55.00000000000001,100.00845189753473,63.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,25.311515693745225,74.68848430625478,12.032050426032876,71.5,55.0,40.5,28.100317671773915,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.5,26.288402321617006,73.71159767838299,9.496097123218336,84.0,66.0,50.0,36.49222258611931,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,25.043545001463198,74.9564549985368,5.3217170429539085,91.0,72.0,55.00000000000001,106.01699434861968,72.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,24.762336157062972,75.23766384293702,12.706479296168032,54.0,50.0,44.0,34.70910828079805,43.16666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,28.172991903970807,71.82700809602919,11.102299180149242,77.0,66.0,60.0,16.939472144704112,67.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.25,23.97019179425078,76.02980820574922,9.663098273982776,78.0,60.0,48.0,68.00303070828298,54.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,30.678546825596857,69.32145317440315,15.699838861013136,55.0,40.5,35.0,22.75594296158526,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6.25,22.186498466445464,77.81350153355453,10.116473188317311,66.0,50.0,36.0,59.6843174248539,44.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,20.759779105691955,79.24022089430804,14.956813026651645,55.0,49.50000000000001,38.5,52.56791218060589,23.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,14.886831631847691,80.0,12.782129149310204,60.50000000000001,45.0,31.5,23.93596489203852,22.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5.5,26.61780491850598,73.38219508149402,13.21854972109173,66.0,49.50000000000001,35.0,22.534431271820857,25.08333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,24.057031866581383,75.94296813341862,8.09386637571806,84.5,66.0,49.50000000000001,63.47279842839441,16.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,25.207640076360747,74.79235992363925,14.708322496702143,65.0,55.0,45.0,26.1306194427328,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,29.53096515347117,70.46903484652883,12.096882428072814,45.0,40.0,33.0,2.7101469645016967,34.41666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,33.06890893724163,66.93109106275837,6.277237449905954,84.5,66.0,54.0,13.002006557589397,17.041666666666668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,21.04456705529036,78.95543294470964,8.667957320728625,50.0,36.0,30.0,27.74510311454665,33.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.5,20.13500285173582,79.86499714826418,8.398412050036761,77.0,60.0,45.0,85.46715660036975,60.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,21.519875293423663,78.48012470657633,11.845326884491133,65.0,60.50000000000001,49.50000000000001,56.2225769087012,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,15.672566266952169,80.0,7.56574541777235,71.5,55.0,40.5,32.04051125635636,13.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.25,24.7652191685196,75.2347808314804,12.322926640711616,72.0,55.00000000000001,40.0,41.874403785257705,48.70833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,24.35438838880548,75.64561161119451,15.4995395084903,71.5,54.0,38.5,57.796846269828656,27.33333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,17.141655157099784,80.0,9.8494627462999,55.0,45.0,35.0,43.02720044014347,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,23.73577665966852,76.26422334033148,10.669781433962868,49.5,45.0,38.5,35.50512314585425,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.5,18.8191864666414,80.0,4.843652878144848,60.50000000000001,49.50000000000001,42.0,56.03727950323605,25.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.75,32.68549347600874,67.31450652399127,5.13653526252923,65.0,48.0,36.0,14.294831132171243,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.0,27.431223064272483,72.56877693572751,11.481992573627569,71.5,55.0,40.5,12.661629586979997,13.916666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,25.638386214625857,74.36161378537415,9.573379168939365,65.0,60.50000000000001,49.50000000000001,29.699058165954355,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,19.527656642436924,80.0,10.026825021519976,55.00000000000001,40.0,27.0,57.02081142875849,35.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.5,27.58024758139902,72.41975241860098,8.61071960068175,84.0,66.0,50.0,22.740951450695352,66.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5,24.19120739079945,75.80879260920055,7.861374644287941,91.0,72.0,55.00000000000001,111.34004021408084,72.66666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,28.988193433438624,71.01180656656138,4.337785279979046,65.0,55.0,45.0,5.268267791410093,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.5,25.000481350584703,74.9995186494153,15.306611433644276,49.5,45.0,38.5,27.96047554525889,22.166666666666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,23.275482117750855,76.72451788224915,6.010602994948448,71.5,60.50000000000001,54.0,49.638866005480445,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.75,20.19983643521197,79.80016356478802,10.206396243605784,65.0,48.0,36.0,32.992846769230226,43.45833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
